Name;DisplayName;GivenName;Surname;Company;SamAccountName;Mailnickname;EmployeeNumber;EmailAddress;HomePhone;StreetAddress;PostalCode;City;State;Office;Title;Password;Description;Id;Uid;UserPrincipalName 
Keith Blick;Blick, Keith;Keith;Blick;Contoso Ltd;BlicK;keith.blick;7737;keith.blick@email.com;+692 (250) 031-9222 x911;590 Jessika Rapid;08255-7628;East Raymundo;New Hampshire;Leschi (floor 1);Banking Coordinator;Euv7S?}W;Leschi;7737;cff1ad16-e1b6-49a7-8b4e-4ca6198da512;keith.blick@contoso.com
Jesus Block;Block, Jesus;Jesus;Block;Contoso Ltd;BlocJ;jesus.block;2446;jesus.block@email.com;+231 967-294-8677 x51012;42064 Wehner Street;29157-4618;Port Nikole;Oklahoma;MapleLeaf (floor 4);Legacy Facilitator;vD*=`78e;MapleLeaf;2446;fc37b93b-647c-4954-b1ef-c45e3a0b5e38;jesus.block@contoso.com
Dee Bode;Bode, Dee;Dee;Bode;Contoso Ltd;BodeD;dee.bode;4155;dee.bode@email.com;+968 304-146-0705 x7974;5767 Goodwin Route;12981-7201;Hirtheview;Ohio;Madrona (floor 9);Customer Supervisor;E1u{2L*c;Madrona;4155;21abf3af-17f8-4518-a431-6e1332190b9f;dee.bode@contoso.com
Julian Bode;Bode, Julian;Julian;Bode;Contoso Ltd;BodeJ;julian.bode;829;julian.bode@email.com;+7-6 1-722-472-2569 x62027;15948 Sun Well;14342;Goodwinborough;Utah;Eastlake (floor 5);Future Marketing Coordinator;";4t5M*KV";Eastlake;829;f44ced22-558f-461e-a594-4e398d254d6c;julian.bode@contoso.com
Minna Bode;Bode, Minna;Minna;Bode;Contoso Ltd;BodeM;minna.bode;6285;minna.bode@email.com;+967 309.308.5303 x15669;63808 Gregory Throughway;1867;Arielville;North Dakota;Eastlake (floor 9);Principal Mining Administrator;Uyc6`LCd;Eastlake;6285;a947fd4f-f794-4ed2-8b13-d2d125e5524a;minna.bode@contoso.com
Carrie Boehm;Boehm, Carrie;Carrie;Boehm;Contoso Ltd;BoehC;carrie.boehm;9964;carrie.boehm@email.com;+46 515.255.8127 x654;2556 Pagac Burg;60472;Lake Donovanfurt;Tennessee;Greenwood (floor 6);Education Associate;8?^Dmv~k;Greenwood;9964;94c6abb7-9e56-4eaf-89db-9b81ef7ace6b;carrie.boehm@contoso.com
Noriko Boehm;Boehm, Noriko;Noriko;Boehm;Contoso Ltd;BoehN;noriko.boehm;6423;noriko.boehm@email.com;+1-284 (906) 186-0560 x0472;55424 Senger Trail;54332;South Kristina;Arizona;Fremont (floor 9);Manufacturing Supervisor;ZV2=pDME;Fremont;6423;962f8a4c-ef1c-4388-8321-1b5c58b791fa;noriko.boehm@contoso.com
Adolfo Bogan;Bogan, Adolfo;Adolfo;Bogan;Contoso Ltd;BogaA;adolfo.bogan;2302;adolfo.bogan@email.com;+266 1-710-935-7151 x07843;3022 Boehm Views;22607;South Lise;Iowa;DennyRegrade (floor 4);Global Manager;~fUDm8^t;DennyRegrade;2302;0b167884-3a4f-4c1b-86c1-f9ac1792c28b;adolfo.bogan@contoso.com
Yolando Bogan;Bogan, Yolando;Yolando;Bogan;Contoso Ltd;BogaY;yolando.bogan;8158;yolando.bogan@email.com;+291 969.577.0605 x3659;1636 Gerhold Road;73702-8794;East Josephineberg;Washington;Bellevue (floor 6);Education Representative;"y;5M}tiL";Bellevue;8158;8114b133-7756-4f14-9cfa-31f9f023cf62;yolando.bogan@contoso.com
Georgia Borer;Borer, Georgia;Georgia;Borer;Contoso Ltd;BoreG;georgia.borer;7744;georgia.borer@email.com;+372 1-845-291-1108 x9877;221 Enoch Villages;40418;Mayestad;North Dakota;Laurelhurst (floor 6);Construction Executive;*NkeWD1r;Laurelhurst;7744;194beda3-5bcc-4dc5-9dc3-5c4791e93e1c;georgia.borer@contoso.com
Leopoldo Borer;Borer, Leopoldo;Leopoldo;Borer;Contoso Ltd;BoreL;leopoldo.borer;151;leopoldo.borer@email.com;+228 650-047-1541 x8164;495 Renaldo Mission;66597;Jenkinsland;Oregon;Eastlake (floor 8);Technology Architect;|1GZN`?=;Eastlake;151;10d51242-4010-431f-b130-7dc4bdce12c7;leopoldo.borer@contoso.com
Mitsue Bosco;Bosco, Mitsue;Mitsue;Bosco;Contoso Ltd;BoscM;mitsue.bosco;780;mitsue.bosco@email.com;+962 1-792-923-1360 x728;9501 Ela Glens;62777;Blockhaven;Missouri;Fremont (floor 6);Legacy Producer;^n8afFUE;Fremont;780;51f57b5f-45f6-4585-b647-211de2480c71;mitsue.bosco@contoso.com
Wm Bosco;Bosco, Wm;Wm;Bosco;Contoso Ltd;BoscW;wm.bosco;624;wm.bosco@email.com;+503 (241) 201-0415 x30211;31090 Gil Mount;15005;West Luisemouth;Wyoming;DennyRegrade (floor 5);Chief Accounting Supervisor;"mvY;DFc4";DennyRegrade;624;f0e42e09-225e-47e9-9ebb-e136c7f63c91;wm.bosco@contoso.com
Dannie Botsford;Botsford, Dannie;Dannie;Botsford;Contoso Ltd;BotsD;dannie.botsford;4702;dannie.botsford@email.com;+967 343.627.9566;940 Doyle Gateway;5432;South Clement;Iowa;QueenAnneHill (floor 2);Advertising Assistant;"g?84U;kd";QueenAnneHill;4702;c14978fc-e05b-4c6f-a92a-90668ed8aa6c;dannie.botsford@contoso.com
Madelaine Botsford;Botsford, Madelaine;Madelaine;Botsford;Contoso Ltd;BotsM;madelaine.botsf;132;madelaine.botsford@email.com;+263 (234) 732-8854;44249 Kasey Port;6064;Port Trinhchester;Oregon;Pinehurst (floor 9);Manufacturing Consultant;7}=n9Hj^;Pinehurst;132;c1fbc61b-e849-4e85-961a-175fdd2ee0e6;madelaine.botsford@contoso.com
Jami Bradtke;Bradtke, Jami;Jami;Bradtke;Contoso Ltd;BradJ;jami.bradtke;9243;jami.bradtke@email.com;+235 777.603.4425;74157 Johns Harbor;85687-6622;Kayborough;Florida;Wedgewood (floor 4);Dynamic Specialist;XLd`y{6G;Wedgewood;9243;54b4408b-c661-4c76-a911-faf99074720d;jami.bradtke@contoso.com
Earl Brakus;Brakus, Earl;Earl;Brakus;Contoso Ltd;BrakE;earl.brakus;5516;earl.brakus@email.com;+355 562.779.4888 x5576;963 Gorczany Row;94149-0109;Sanfordbury;Massachusetts;ColumbiaCity (floor 6);Product Construction Analyst;3_aT|^8S;ColumbiaCity;5516;9a83c516-641e-4ac3-99b4-fc1026baeb48;earl.brakus@contoso.com
Clint Braun;Braun, Clint;Clint;Braun;Contoso Ltd;BrauC;clint.braun;2111;clint.braun@email.com;+359 861.849.7853 x7993;276 Armando Motorway;77358-4366;Klingport;Kentucky;Wedgewood (floor 6);Product Developer;6*Fw5TDe;Wedgewood;2111;99d61efd-7eec-49c7-a6fe-ca134e2f42fd;clint.braun@contoso.com
Jefferson Braun;Braun, Jefferson;Jefferson;Braun;Contoso Ltd;BrauJ;jefferson.braun;8476;jefferson.braun@email.com;+1-473 482.429.8201 x53517;10876 Lucas Well;20425;Warrenton;Illinois;Wallingford (floor 2);International Community-Services Coordinator;"1x2'z""=U";Wallingford;8476;9bcc2b67-abd8-4ad7-9a73-440181b6cd6f;jefferson.braun@contoso.com
Dahlia Breitenberg;Breitenberg, Dahlia;Dahlia;Breitenberg;Contoso Ltd;BreiD;dahlia.breitenb;1802;dahlia.breitenberg@email.com;+767 509.740.9364 x562;84968 Gerry Tunnel;89741;Towneland;Virginia;Delridge (floor 6);Forward Producer;T^Fy|=3i;Delridge;1802;c5e4b077-f53a-48a9-a347-588c49b8770b;dahlia.breitenberg@contoso.com
Gretchen Breitenberg;Breitenberg, Gretchen;Gretchen;Breitenberg;Contoso Ltd;BreiG;gretchen.breite;3873;gretchen.breitenberg@email.com;+676 859-147-5323 x55727;64127 Herzog Crossing;93799;Kossmouth;Minnesota;Bellevue (floor 6);Construction Developer;L1=W6mwe;Bellevue;3873;a217e70f-e203-4869-a4db-5bdba2f8948b;gretchen.breitenberg@contoso.com
Jude Brekke;Brekke, Jude;Jude;Brekke;Contoso Ltd;BrekJ;jude.brekke;4130;jude.brekke@email.com;+258 161-218-7604 x138;89580 Collins Square;57519-7422;Hodkiewiczview;New Jersey;QueenAnneHill (floor 2);Design Executive;"M;*Rhx4n";QueenAnneHill;4130;bea0d600-5b44-4e0f-8aaa-3ed723eca277;jude.brekke@contoso.com
Karla Brekke;Brekke, Karla;Karla;Brekke;Contoso Ltd;BrekK;karla.brekke;5290;karla.brekke@email.com;+850 (796) 941-8305 x681;322 Bosco Passage;95974;Dietrichborough;Georgia;CapitolHill (floor 9);National Government Producer;"pq8|W~;5";CapitolHill;5290;f68b4c25-e644-4b61-aea8-3aa320d01fec;karla.brekke@contoso.com
Wen Brekke;Brekke, Wen;Wen;Brekke;Contoso Ltd;BrekW;wen.brekke;5301;wen.brekke@email.com;+225 (812) 983-6328;4723 Genie Street;65614-2152;North Bud;Ohio;QueenAnneHill (floor 2);Banking Executive;1y's7}xB;QueenAnneHill;5301;934659fb-e673-4978-ab27-ff51f355249b;wen.brekke@contoso.com
Dalton Bruen;Bruen, Dalton;Dalton;Bruen;Contoso Ltd;BrueD;dalton.bruen;7190;dalton.bruen@email.com;+1-246 135.046.2948 x4336;504 Fermin Coves;29977-2252;New Crystalstad;North Carolina;Sodo (floor 3);Forward Designer;5FKxa6^q;Sodo;7190;5b78c302-6bbf-4926-ab11-94e38898623a;dalton.bruen@contoso.com
Jacquelyne Bruen;Bruen, Jacquelyne;Jacquelyne;Bruen;Contoso Ltd;BrueJ;jacquelyne.brue;623;jacquelyne.bruen@email.com;+238 1-892-929-5094 x37205;7774 Hammes Centers;56447-4053;Triciaberg;Utah;MapleLeaf (floor 6);Marketing Manager;'ApJE6}U;MapleLeaf;623;1453ccd6-43ca-4a26-b822-90495489c85e;jacquelyne.bruen@contoso.com
Mao Bruen;Bruen, Mao;Mao;Bruen;Contoso Ltd;BrueM;mao.bruen;1984;mao.bruen@email.com;+218 1-197-378-6615 x8101;864 Treutel Divide;01370-2293;Bessborough;New Hampshire;Sodo (floor 8);Accounting Specialist;"RXW2k""Ju";Sodo;1984;690c8fa1-1516-431f-9ae4-130773e0e190;mao.bruen@contoso.com
Beau Buckridge;Buckridge, Beau;Beau;Buckridge;Contoso Ltd;BuckB;beau.buckridge;1007;beau.buckridge@email.com;+44 (735) 522-0776 x34750;628 Mertz Route;22299-1634;North Jessstad;Oregon;Fremont (floor 4);Product Farming Agent;QPa'z9^h;Fremont;1007;3e1ec953-c223-492e-808d-9418c43c0fc7;beau.buckridge@contoso.com
Hal Buckridge;Buckridge, Hal;Hal;Buckridge;Contoso Ltd;BuckH;hal.buckridge;4244;hal.buckridge@email.com;+598 218-737-6645 x62074;76757 Skiles Road;14904-9819;Lake Rebekah;Alabama;Redmond (floor 2);Legacy Liaison;fKYcE38';Redmond;4244;939c01a8-5c11-40f1-bfaf-14838a5ad263;hal.buckridge@contoso.com
Judi Carroll;Carroll, Judi;Judi;Carroll;Contoso Ltd;CarrJ;judi.carroll;5623;judi.carroll@email.com;+264 811-984-4082 x96057;63898 Savanna Parkway;45910-2316;Ruebenberg;Montana;CapitolHill (floor 6);Accounting Supervisor;`'e^f3v=;CapitolHill;5623;cc3ac7ec-8b1e-4146-8781-9f134e815499;judi.carroll@contoso.com
Stefan Carroll;Carroll, Stefan;Stefan;Carroll;Contoso Ltd;CarrS;stefan.carroll;7633;stefan.carroll@email.com;+7-7 928.932.5383 x879;58253 Nolan Point;34536;Lareetown;Missouri;Bellevue (floor 4);Regional Facilitator;"v;rjz57w";Bellevue;7633;4ce77e68-6230-4796-b382-862a31ef228b;stefan.carroll@contoso.com
Alan Cartwright;Cartwright, Alan;Alan;Cartwright;Contoso Ltd;CartA;alan.cartwright;2662;alan.cartwright@email.com;+593 145-881-1986 x22256;1607 Mante Plains;10772-0792;South Lashundabury;New Mexico;Northgate (floor 2);Future Marketing Designer;8g*GHJ|Y;Northgate;2662;4f19e14c-51fa-439e-813e-f217c5df92f6;alan.cartwright@contoso.com
Elaina Casper;Casper, Elaina;Elaina;Casper;Contoso Ltd;CaspE;elaina.casper;5159;elaina.casper@email.com;+54 (136) 787-3151 x742;7890 Carolina Camp;50451-3922;Lake Vanesa;Nebraska;Madrona (floor 4);Customer Facilitator;A5Vguw2?;Madrona;5159;8f0c33ba-3c29-4967-a97f-4b5b496d7992;elaina.casper@contoso.com
Ashley Cassin;Cassin, Ashley;Ashley;Cassin;Contoso Ltd;CassA;ashley.cassin;8076;ashley.cassin@email.com;+299 (682) 144-6465;5631 O'Conner Village;33396-7138;East Sadyechester;Maine;DennyRegrade (floor 8);Investor Engineer;_?{`9UNB;DennyRegrade;8076;5212da48-e99b-4515-bce6-50c89253e0eb;ashley.cassin@contoso.com
Susanne Cassin;Cassin, Susanne;Susanne;Cassin;Contoso Ltd;CassS;susanne.cassin;6525;susanne.cassin@email.com;+672 1-286-429-9197 x2812;4174 Denver View;79165;South Jean;Louisiana;Laurelhurst (floor 9);Marketing Strategist;BY}b?v8{;Laurelhurst;6525;d905131b-c750-4723-b3be-577ad3ea7f1d;susanne.cassin@contoso.com
Belia Champlin;Champlin, Belia;Belia;Champlin;Contoso Ltd;ChamB;belia.champlin;9933;belia.champlin@email.com;+964 637-634-0862 x2643;8132 Walsh Camp;34210-4852;Kozeyberg;Hawaii;Laurelhurst (floor 2);Central Government Designer;"ztDq6pn""";Laurelhurst;9933;19c6ce11-d68b-489e-ae19-309539c59903;belia.champlin@contoso.com
Meghann Champlin;Champlin, Meghann;Meghann;Champlin;Contoso Ltd;ChamM;meghann.champli;8935;meghann.champlin@email.com;+267 1-832-866-2459 x986;71658 Pfannerstill Spur;17125;Lake Sharda;South Dakota;Leschi (floor 9);Farming Technician;"1|Ah94N""";Leschi;8935;4905816b-cb71-4319-81f2-b60d1214a909;meghann.champlin@contoso.com
Mollie Christiansen;Christiansen, Mollie;Mollie;Christiansen;Contoso Ltd;ChriM;mollie.christia;1687;mollie.christiansen@email.com;+221 (392) 499-5884;534 Emerald Views;73394-0592;Willmsmouth;South Carolina;Ballard (floor 8);Education Executive;"3?X^UfM;";Ballard;1687;9208d77b-9082-4c19-8873-c11a3165a191;mollie.christiansen@contoso.com
Pamella Christiansen;Christiansen, Pamella;Pamella;Christiansen;Contoso Ltd;ChriP;pamella.christi;5196;pamella.christiansen@email.com;+420 478.159.8128 x5451;3881 Lubowitz Springs;8361;Port Sylviafort;Iowa;Northgate (floor 1);International Producer;1mjKRe`r;Northgate;5196;cfc27d33-8113-4d87-b0ae-b782abc9f829;pamella.christiansen@contoso.com
Darron Cole;Cole, Darron;Darron;Cole;Contoso Ltd;ColeD;darron.cole;3249;darron.cole@email.com;+592 1-676-441-3058 x55252;59176 Armando Loaf;83361-7764;West Reyhaven;Massachusetts;Northgate (floor 1);Administration Strategist;P*Zxhz4N;Northgate;3249;f3bdcd8e-6112-466b-82d5-86f2f851e614;darron.cole@contoso.com
Abraham Collins;Collins, Abraham;Abraham;Collins;Contoso Ltd;CollA;abraham.collins;8434;abraham.collins@email.com;+1-441 758.197.3889 x7407;618 Nolan Plaza;53779;Dorenechester;Alaska;Northgate (floor 5);Lead Director;g_F'9SCw;Northgate;8434;db7551ee-737e-4f39-81c3-2fbf01c4e84a;abraham.collins@contoso.com
Elenora Collier;Collier, Elenora;Elenora;Collier;Contoso Ltd;CollE;elenora.collier;6808;elenora.collier@email.com;+47 229.343.2634 x76968;833 Irma Extensions;21778-2563;New Monroe;Mississippi;PhinneyRidge (floor 2);Senior Advertising Strategist;F|*Sn5f2;PhinneyRidge;6808;3871e1f1-78d3-4a02-a971-3808e11a9794;elenora.collier@contoso.com
Gus Collier;Collier, Gus;Gus;Collier;Contoso Ltd;CollG;gus.collier;9721;gus.collier@email.com;+1-787 770.665.3946 x19321;850 Damon Village;5865;Brynnstad;South Carolina;Delridge (floor 9);Chief Government Supervisor;"vu""KW=y7";Delridge;9721;06415a47-1fc7-450f-915e-6131948ad697;gus.collier@contoso.com
Idell Collier;Collier, Idell;Idell;Collier;Contoso Ltd;CollI;idell.collier;9553;idell.collier@email.com;+1-264 394-743-6715 x222;1418 Marvin Plaza;86906-9805;New Ariannebury;Louisiana;Madrona (floor 3);Investor Executive;BJT8`PHU;Madrona;9553;5e256ceb-8544-443e-a5cd-888a453c1fe3;idell.collier@contoso.com
Arnold Conn;Conn, Arnold;Arnold;Conn;Contoso Ltd;ConnA;arnold.conn;1823;arnold.conn@email.com;+370 187.055.8890 x5001;53710 Deckow Oval;11869;South Ngoc;Connecticut;Wedgewood (floor 5);Chief Government Associate;M27u'rYS;Wedgewood;1823;8733507b-f563-4e43-9a0b-f3d94e9fb5dd;arnold.conn@contoso.com
Hellen Conn;Conn, Hellen;Hellen;Conn;Contoso Ltd;ConnH;hellen.conn;266;hellen.conn@email.com;+264 242-042-9360;3215 Charla Rapids;80903-7010;Arturoberg;New York;DennyRegrade (floor 8);Construction Consultant;";LcapYg9";DennyRegrade;266;1b57e24c-3334-4d21-ac84-ad6da710d6e3;hellen.conn@contoso.com
Leonora Conn;Conn, Leonora;Leonora;Conn;Contoso Ltd;ConnL;leonora.conn;511;leonora.conn@email.com;+993 237.532.5108;9257 Koepp Lights;69182;Guadalupeville;West Virginia;Bellevue (floor 6);National Advertising Engineer;kY9u=das;Bellevue;511;e397d307-2b90-4bf7-bfe3-95155df4576e;leonora.conn@contoso.com
Mohammad Conn;Conn, Mohammad;Mohammad;Conn;Contoso Ltd;ConnM;mohammad.conn;3512;mohammad.conn@email.com;+976 (623) 716-5891 x9807;66855 Walker Fork;59182;Staceystad;North Carolina;Redmond (floor 8);Investor Sales Analyst;i{3KLg?R;Redmond;3512;4bd341df-2e1b-49f0-b9ef-6e45bd0a0e0d;mohammad.conn@contoso.com
Nanci Conroy;Conroy, Nanci;Nanci;Conroy;Contoso Ltd;ConrN;nanci.conroy;1884;nanci.conroy@email.com;+62 856.037.0861 x118;58653 Kub Branch;98645;South Stewartburgh;Nebraska;Laurelhurst (floor 2);Real-Estate Specialist;"Ykgr""j'6";Laurelhurst;1884;1d28250f-2d7f-4373-bebf-e480a73454f7;nanci.conroy@contoso.com
Tyrone Conroy;Conroy, Tyrone;Tyrone;Conroy;Contoso Ltd;ConrT;tyrone.conroy;4045;tyrone.conroy@email.com;+381 572.710.6477;2945 Mario Cove;98805-5525;East Alton;Kentucky;Eastlake (floor 9);Consulting Officer;"Xg'H6T""i";Eastlake;4045;0f25b83e-b11b-4aee-94cc-241637664408;tyrone.conroy@contoso.com
Donald Considine;Considine, Donald;Donald;Considine;Contoso Ltd;ConsD;donald.considin;4887;donald.considine@email.com;+61 1-720-337-3140 x68051;74917 Bo Keys;22629-6944;Port Reuben;Mississippi;Leschi (floor 6);Product Strategist;"""MKY2TaW";Leschi;4887;e29095af-12da-4483-b225-5048d8454396;donald.considine@contoso.com
Norma Considine;Considine, Norma;Norma;Considine;Contoso Ltd;ConsN;norma.considine;9399;norma.considine@email.com;+266 500.799.0656 x4288;622 Billye Row;29780;Paulborough;Hawaii;CapitolHill (floor 3);Legacy Planner;"uL;R6|WE";CapitolHill;9399;3686edb0-a6c6-4d3e-9cd8-d51572e3de83;norma.considine@contoso.com
Peter Considine;Considine, Peter;Peter;Considine;Contoso Ltd;ConsP;peter.considine;9784;peter.considine@email.com;+91 447-749-5372;90457 Hammes Crest;14069-7542;North Leon;Nevada;QueenAnneHill (floor 8);Human Community-Services Strategist;f=VY6`aS;QueenAnneHill;9784;c063b48a-a291-4dd3-b051-6a9f53efd74d;peter.considine@contoso.com
Eldon Corkery;Corkery, Eldon;Eldon;Corkery;Contoso Ltd;CorkE;eldon.corkery;4247;eldon.corkery@email.com;+505 731-342-2438;218 Muller Fort;00121-7804;Loviebury;Florida;Sodo (floor 2);Marketing Supervisor;f'1QGM5P;Sodo;4247;37325be5-3974-4ff9-b38a-8ea074e1315b;eldon.corkery@contoso.com
Randall Corkery;Corkery, Randall;Randall;Corkery;Contoso Ltd;CorkR;randall.corkery;3870;randall.corkery@email.com;+503 415-034-6701 x750;37301 Lynn Forge;55740;South Lupe;Virginia;Sodo (floor 4);Direct Coordinator;epd^m~7z;Sodo;3870;f6c2a7c9-b8fc-4b92-b06e-162d2ed8a0ca;randall.corkery@contoso.com
Lorilee Corwin;Corwin, Lorilee;Lorilee;Corwin;Contoso Ltd;CorwL;lorilee.corwin;1411;lorilee.corwin@email.com;+596 1-802-065-6919 x026;1324 Angelia Tunnel;87634;South Wallaceview;Connecticut;Bellevue (floor 7);Dynamic Banking Strategist;v7k^_spG;Bellevue;1411;bef3bd1d-2f29-420b-a477-2e0f658d4f00;lorilee.corwin@contoso.com
Bret Crist;Crist, Bret;Bret;Crist;Contoso Ltd;CrisB;bret.crist;7412;bret.crist@email.com;+228 (910) 648-2035 x9240;2359 Vandervort Circle;67192-9566;Mildaton;Maryland;Leschi (floor 3);Legacy Administrator;Vw4{rYH8;Leschi;7412;9a2c9faa-29e7-4f0c-a25c-edc86777f8cd;bret.crist@contoso.com
Michelle Crist;Crist, Michelle;Michelle;Crist;Contoso Ltd;CrisM;michelle.crist;9170;michelle.crist@email.com;+249 (617) 656-5116;10176 Lucien Drive;63511;New Trey;Iowa;Wedgewood (floor 5);National Marketing Orchestrator;6BwQM~Sj;Wedgewood;9170;f27534c4-dd1f-459c-8249-5a867de58f46;michelle.crist@contoso.com
Anibal Cronin;Cronin, Anibal;Anibal;Cronin;Contoso Ltd;CronA;anibal.cronin;9798;anibal.cronin@email.com;+387 102.638.6606 x2548;442 Louann Mews;78832;Diaside;Alaska;DennyRegrade (floor 3);Mining Architect;9VfBm?M';DennyRegrade;9798;66fd5381-9db6-4a10-8699-67d3149031c3;anibal.cronin@contoso.com
Bobette Cronin;Cronin, Bobette;Bobette;Cronin;Contoso Ltd;CronB;bobette.cronin;9050;bobette.cronin@email.com;+689 1-847-483-9086 x2336;609 Myron Neck;62789-4566;Parkerhaven;West Virginia;MapleLeaf (floor 2);Consulting Director;"jJf;Wam2";MapleLeaf;9050;dfee517c-2a3e-4795-ad3f-9b983e37cb4c;bobette.cronin@contoso.com
Dori Cronin;Cronin, Dori;Dori;Cronin;Contoso Ltd;CronD;dori.cronin;58;dori.cronin@email.com;+49 603.866.3322 x124;78193 Golda Wells;12445;New Kurtmouth;Missouri;Bellevue (floor 9);International Education Architect;5}6|kR=y;Bellevue;58;70c939a9-dd30-482c-8010-ec8508469cf7;dori.cronin@contoso.com
Elease Crona;Crona, Elease;Elease;Crona;Contoso Ltd;CronE;elease.crona;4044;elease.crona@email.com;+509 1-649-070-5526;1933 Leannon Valleys;71965;Reynaldostad;Delaware;Delridge (floor 5);District Facilitator;tKU4Mg^w;Delridge;4044;40073680-7190-4ddb-b42b-89f325719414;elease.crona@contoso.com
Rene Crona;Crona, Rene;Rene;Crona;Contoso Ltd;CronR;rene.crona;2048;rene.crona@email.com;+33 (584) 622-0825;91313 Cruickshank Club;74596-1405;Dominickfort;New Jersey;Greenwood (floor 6);Real-Estate Representative;4yJscB`Y;Greenwood;2048;5e23d941-c613-4f08-ba89-6f814c96e09b;rene.crona@contoso.com
Isiah Crooks;Crooks, Isiah;Isiah;Crooks;Contoso Ltd;CrooI;isiah.crooks;2426;isiah.crooks@email.com;+680 858-842-3099;5782 Torp Gardens;25979;New Adanport;Louisiana;PhinneyRidge (floor 3);Human Legal Designer;"K1dvyc;G";PhinneyRidge;2426;c70289c5-63d0-42db-a10c-a09299d7b45f;isiah.crooks@contoso.com
Louis Crooks;Crooks, Louis;Louis;Crooks;Contoso Ltd;CrooL;louis.crooks;8072;louis.crooks@email.com;+54 1-670-204-3997 x5357;6285 Yahaira Isle;59012-2523;Lake Bruceborough;Arkansas;Madrona (floor 8);National Director;ba|vqH3J;Madrona;8072;ae2b58d8-e6cb-4077-ba5c-14e0d646504b;louis.crooks@contoso.com
Tai Crooks;Crooks, Tai;Tai;Crooks;Contoso Ltd;CrooT;tai.crooks;425;tai.crooks@email.com;+32 111.484.0591 x6731;784 Bart Park;45176;West Giselleport;Nevada;Wedgewood (floor 1);Real-Estate Manager;C=q9aFB?;Wedgewood;425;a97397e7-e3f2-409f-a3c2-b5a8d98f5da4;tai.crooks@contoso.com
Zenaida Cruickshank;Cruickshank, Zenaida;Zenaida;Cruickshank;Contoso Ltd;CruiZ;zenaida.cruicks;7796;zenaida.cruickshank@email.com;+886 384-908-5826 x3298;30844 Elwood Road;23478-3145;Trompville;Arkansas;MapleLeaf (floor 5);Accounting Executive;p6~h|RNn;MapleLeaf;7796;5cb3c3f8-71d0-4a23-ba55-63f7e0403c0b;zenaida.cruickshank@contoso.com
Antwan Cummings;Cummings, Antwan;Antwan;Cummings;Contoso Ltd;CummA;antwan.cummings;6454;antwan.cummings@email.com;+212 1-660-894-1714;447 Schiller Court;69780-3291;Lake Josefahaven;Florida;Madrona (floor 7);International Banking Consultant;^9Am*_Js;Madrona;6454;bfd7384c-746d-457f-87d7-24ecf2c29fa9;antwan.cummings@contoso.com
Harland Cummerata;Cummerata, Harland;Harland;Cummerata;Contoso Ltd;CummH;harland.cummera;5032;harland.cummerata@email.com;+376 757-987-2534 x1882;757 Bergstrom Track;59025-2099;Krisville;South Carolina;Bellevue (floor 6);Legacy Administration Representative;"JUG4_^;P";Bellevue;5032;8354f000-952c-411e-913b-ac2dee6a3ce1;harland.cummerata@contoso.com
Rich Cummerata;Cummerata, Rich;Rich;Cummerata;Contoso Ltd;CummR;rich.cummerata;5481;rich.cummerata@email.com;+90 538-797-8228;7004 Lueilwitz Villages;97102;Grahamchester;Kentucky;Laurelhurst (floor 8);Internal Producer;5NuFR9P?;Laurelhurst;5481;ef7821de-d50c-4e15-a937-ce016f6ae463;rich.cummerata@contoso.com
Allena Dare;Dare, Allena;Allena;Dare;Contoso Ltd;DareA;allena.dare;8876;allena.dare@email.com;+266 111-490-3324 x63628;8363 Breitenberg Walks;00366-8139;Lake Rufusfort;South Dakota;Wallingford (floor 8);Education Designer;"pi^DQw;3";Wallingford;8876;55f8c1ea-8b0f-4069-9307-33531711af7c;allena.dare@contoso.com
Alberto Daugherty;Daugherty, Alberto;Alberto;Daugherty;Contoso Ltd;DaugA;alberto.daugher;6022;alberto.daugherty@email.com;+218 1-726-622-1280 x061;696 Torp Knoll;62791-8340;East Charleybury;Massachusetts;Eastlake (floor 8);Sales Consultant;}A8rUBsN;Eastlake;6022;7471fa0f-482f-4cf3-8ebc-eb9d5ff6d628;alberto.daugherty@contoso.com
